date,state,deathIncrease,positiveIncrease,negativeIncrease,hospitalizedIncrease,recovered,onVentilatorCumulative,inIcuCumulative,recoveredIncrease,onVentilatorIncrease,inIcuIncrease
2020-07-06,MO,0,420,6816,0,,,,,,
2020-07-07,MO,14,773,7830,0,,,,,,
2020-07-08,MO,4,575,6417,0,,,,,,
2020-07-09,MO,5,795,11690,0,,,,,,
2020-07-10,MO,0,0,0,0,,,,,,
2020-07-11,MO,18,1134,18591,0,,,,,,
2020-07-12,MO,0,310,10648,0,,,,,,
2020-07-13,MO,14,447,9822,0,,,,,,
2020-07-14,MO,10,936,8390,0,,,,,,
2020-07-15,MO,9,888,11956,0,,,,,,
2020-07-16,MO,11,708,10646,0,,,,,,
2020-07-17,MO,8,866,7729,0,,,,,,
2020-07-18,MO,9,960,12020,0,,,,,,
2020-07-19,MO,-1,846,7357,0,,,,,,
2020-07-20,MO,3,530,12303,0,,,,,,
2020-07-21,MO,11,1138,7270,0,,,,,,
2020-07-22,MO,16,1301,7839,0,,,,,,
2020-07-23,MO,20,1637,12187,0,,,,,,
2020-07-24,MO,-1,1652,7679,0,,,,,,
2020-07-25,MO,4,1357,5749,0,,,,,,
2020-07-26,MO,15,1218,6012,0,,,,,,
2020-07-27,MO,4,1123,13830,0,,,,,,
2020-07-28,MO,12,1773,9247,0,,,,,,
2020-07-29,MO,7,1927,6048,0,,,,,,
2020-07-30,MO,13,2084,12150,0,,,,,,
2020-07-31,MO,10,1489,10151,0,,,,,,
2020-08-01,MO,10,935,9037,0,,,,,,
2020-08-02,MO,0,582,5140,0,,,,,,
2020-08-03,MO,2,1047,9434,0,,,,,,
2020-08-04,MO,11,1193,7382,0,,,,,,
2020-08-05,MO,6,1241,7810,0,,,,,,
2020-08-06,MO,8,1062,10675,0,,,,,,
2020-08-07,MO,21,996,9433,0,,,,,,
2020-08-08,MO,0,0,0,0,,,,,,
2020-08-09,MO,0,0,0,0,,,,,,
2020-08-10,MO,6,2575,14603,0,,,,,,
2020-08-11,MO,5,981,16321,0,,,,,,
2020-08-12,MO,11,1595,9766,0,,,,,,
2020-08-13,MO,2,1267,11509,0,,,,,,
2020-08-14,MO,10,1473,12039,0,,,,,,
2020-08-15,MO,11,1127,9445,0,,,,,,
2020-08-16,MO,21,1078,9099,0,,,,,,
2020-08-17,MO,29,1148,11851,0,,,,,,
2020-08-18,MO,6,794,8070,0,,,,,,
2020-08-19,MO,12,1258,6056,0,,,,,,
2020-08-20,MO,3,1058,10021,0,,,,,,
2020-08-21,MO,2,1231,9001,0,,,,,,
2020-08-22,MO,6,1293,7295,0,,,,,,
2020-08-23,MO,1,818,9321,0,,,,,,
2020-08-24,MO,0,869,4010,0,,,,,,
2020-08-25,MO,14,692,3674,0,,,,,,
2020-08-26,MO,9,1426,6636,0,,,,,,
2020-08-27,MO,1,1512,9371,0,,,,,,
2020-08-28,MO,14,1418,10192,0,,,,,,
2020-08-29,MO,32,1198,9495,0,,,,,,
2020-08-30,MO,12,1465,7446,0,,,,,,
2020-08-31,MO,22,1042,7676,0,,,,,,
2020-09-01,MO,8,1058,7231,0,,,,,,
2020-09-02,MO,4,1458,5395,0,,,,,,
2020-09-03,MO,3,1397,8584,0,,,,,,
2020-09-04,MO,17,1605,12047,0,,,,,,
2020-09-05,MO,77,1987,14584,0,,,,,,
2020-09-06,MO,19,1232,6310,0,,,,,,
2020-09-07,MO,1,906,7636,0,,,,,,
2020-09-08,MO,2,773,6072,0,,,,,,
2020-09-09,MO,12,1362,8317,0,,,,,,
2020-09-10,MO,18,1116,11899,0,,,,,,
2020-09-11,MO,10,1569,11079,0,,,,,,
2020-09-12,MO,3,1974,14827,0,,,,,,
2020-09-13,MO,1,1613,13714,0,,,,,,
2020-09-14,MO,9,1332,15175,0,,,,,,
2020-09-15,MO,18,1317,9228,0,,,,,,
2020-09-16,MO,7,1191,7440,0,,,,,,
2020-09-17,MO,18,1747,12451,0,,,,,,
2020-09-18,MO,23,1795,10004,0,,,,,,
2020-09-19,MO,13,1387,10857,0,,,,,,
2020-09-20,MO,2,1328,8556,0,,,,,,
2020-09-21,MO,12,1463,5588,0,,,,,,
2020-09-22,MO,57,1059,21131,0,,,,,,
2020-09-23,MO,83,1580,1234,0,,,,,,
2020-09-24,MO,5,1365,13603,0,,,,,,
2020-09-25,MO,42,1987,11647,0,,,,,,
2020-09-26,MO,69,1716,14288,0,,,,,,
2020-09-27,MO,0,1392,7545,0,,,,,,
2020-09-28,MO,1,1280,3572,0,,,,,,
2020-09-29,MO,22,76,0,0,,,,,,
2020-09-30,MO,32,1351,0,0,,,,,,
2020-10-01,MO,10,1799,9234,0,,,,,,
2020-10-02,MO,16,1485,9286,0,,,,,,
2020-10-03,MO,25,1708,11659,0,,,,,,
2020-10-04,MO,4,1326,9863,0,,,,,,
2020-10-05,MO,1,987,6936,0,,,,,,
2020-10-06,MO,26,1165,7306,0,,,,,,
2020-10-07,MO,36,1068,6808,0,,,,,,
2020-10-08,MO,23,1505,10619,0,,,,,,
2020-10-09,MO,136,2008,10472,0,,,,,,
2020-10-10,MO,27,5066,42982,0,,,,,,
2020-10-11,MO,0,0,0,0,,,,,,
2020-10-12,MO,0,0,0,0,,,,,,
2020-10-13,MO,0,0,0,0,,,,,,
2020-10-14,MO,-2,4449,-99955,0,,,,,,
2020-10-15,MO,22,1875,5210,0,,,,,,
2020-10-16,MO,17,2017,0,0,,,,,,
2020-10-17,MO,121,2357,15043,0,,,,,,
2020-10-18,MO,2,1768,6105,0,,,,,,
2020-10-19,MO,8,1405,5159,0,,,,,,
2020-10-20,MO,25,1524,0,0,,,,,,
2020-10-21,MO,26,1244,12006,0,,,,,,
2020-10-22,MO,16,1854,22744,0,,,,,,
2020-10-23,MO,31,1811,5033,0,,,,,,
2020-10-24,MO,113,2918,7781,0,,,,,,
2020-10-25,MO,4,2043,6782,0,,,,,,
2020-10-26,MO,5,1527,5582,0,,,,,,
2020-10-27,MO,28,1695,6761,0,,,,,,
2020-10-28,MO,32,1915,4916,0,,,,,,
2020-10-29,MO,29,3061,6320,0,,,,,,
2020-10-30,MO,26,2507,6158,0,,,,,,
2020-10-31,MO,99,2986,7887,0,,,,,,
2020-11-01,MO,2,2349,6212,0,,,,,,
2020-11-02,MO,5,2651,6731,0,,,,,,
2020-11-03,MO,33,2238,8927,0,,,,,,
2020-11-04,MO,24,2599,5093,0,,,,,,
2020-11-05,MO,18,3553,6493,0,,,,,,
2020-11-06,MO,25,3931,6299,0,,,,,,
2020-11-07,MO,19,4559,6621,0,,,,,,
2020-11-08,MO,3,4131,17073,0,,,,,,
2020-11-09,MO,0,3244,5016,0,,,,,,
2020-11-10,MO,146,4256,-12961,0,,,,,,
2020-11-11,MO,24,4071,24678,0,,,,,,
2020-11-12,MO,16,4603,7042,0,,,,,,
2020-11-13,MO,20,4005,4178,0,,,,,,
2020-11-14,MO,14,6346,6937,0,,,,,,
2020-11-15,MO,1,3729,4714,0,,,,,,
2020-03-16,MP,0,0,0,0,,,,,,
2020-03-17,MP,0,0,0,0,,,,,,
2020-03-18,MP,0,0,0,0,,,,,,
2020-03-19,MP,0,0,0,0,,,,,,
2020-03-20,MP,0,0,0,0,,,,,,
2020-03-21,MP,0,0,0,0,,,,,,
2020-03-22,MP,0,0,0,0,,,,,,
2020-03-23,MP,0,0,0,0,,,,,,
2020-03-24,MP,0,0,0,0,,,,,,
2020-03-25,MP,0,0,0,0,,,,,,
2020-03-26,MP,0,0,0,0,,,,,,
2020-03-27,MP,0,0,0,0,,,,,,
2020-03-28,MP,0,2,0,0,,,,,,
2020-03-29,MP,0,0,0,0,,,,,,
2020-03-30,MP,0,0,0,0,,,,,,
2020-03-31,MP,0,0,0,0,,,,,,
2020-04-01,MP,0,4,0,0,,,,,,
2020-04-02,MP,1,2,13,0,,,,,,
2020-04-03,MP,0,0,0,0,,,,,,
2020-04-04,MP,0,0,0,0,,,,,,
2020-04-05,MP,0,0,0,0,,,,,,
2020-04-06,MP,0,0,0,0,,,,,,
2020-04-07,MP,1,0,2,0,,,,,,
2020-04-08,MP,0,3,12,0,,,,,,
2020-04-09,MP,0,0,0,0,,,,,,
2020-04-10,MP,0,0,0,0,,,,,,
2020-04-11,MP,0,0,0,0,,,,,,
2020-04-12,MP,0,0,0,0,,,,,,
2020-04-13,MP,0,0,0,0,,,,,,
2020-04-14,MP,0,2,0,0,,,,,,
2020-04-15,MP,0,0,0,0,,,,,,
2020-04-16,MP,0,0,0,0,,,,,,
2020-04-17,MP,0,0,15,0,,,,,,
2020-04-18,MP,0,1,0,0,9.0,,,,,
2020-04-19,MP,0,0,0,0,9.0,,,0.0,,
2020-04-20,MP,0,0,9,0,11.0,,,2.0,,
2020-04-21,MP,0,0,0,0,11.0,,,0.0,,
2020-04-22,MP,0,0,0,0,11.0,,,0.0,,
2020-04-23,MP,0,0,0,0,11.0,,,0.0,,
2020-04-24,MP,0,0,0,0,11.0,,,0.0,,
2020-04-25,MP,0,0,0,0,11.0,,,0.0,,
2020-04-26,MP,0,0,0,0,11.0,,,0.0,,
2020-04-27,MP,0,0,0,0,11.0,,,0.0,,
2020-04-28,MP,0,0,0,0,12.0,,,1.0,,
2020-04-29,MP,0,0,159,0,12.0,,,0.0,,
2020-04-30,MP,0,0,375,0,12.0,,,0.0,,
2020-05-01,MP,0,0,164,0,12.0,,,0.0,,
2020-05-02,MP,0,0,185,0,12.0,,,0.0,,
2020-05-03,MP,0,0,387,0,12.0,,,0.0,,
2020-05-04,MP,0,0,0,0,12.0,,,0.0,,
2020-05-05,MP,0,0,462,0,12.0,,,0.0,,
2020-05-06,MP,0,1,0,0,12.0,,,0.0,,
2020-05-07,MP,0,0,0,0,12.0,,,0.0,,
2020-05-08,MP,0,0,538,0,12.0,,,0.0,,
2020-05-09,MP,0,1,0,0,12.0,,,0.0,,
2020-05-10,MP,0,0,0,0,12.0,,,0.0,,
2020-05-11,MP,0,3,355,0,12.0,,,0.0,,
2020-05-12,MP,0,0,178,0,12.0,,,0.0,,
2020-05-13,MP,0,0,167,0,12.0,,,0.0,,
2020-05-14,MP,0,0,285,0,12.0,,,0.0,,
2020-05-15,MP,0,0,0,0,12.0,,,0.0,,
2020-05-16,MP,0,2,12,0,12.0,,,0.0,,
2020-05-17,MP,0,0,0,0,12.0,,,0.0,,
2020-05-18,MP,0,0,81,0,12.0,,,0.0,,
2020-05-19,MP,0,0,397,0,13.0,,,1.0,,
2020-05-20,MP,0,0,0,0,13.0,,,0.0,,
2020-05-21,MP,0,1,271,0,13.0,,,0.0,,
2020-05-22,MP,0,0,229,0,13.0,,,0.0,,
2020-05-23,MP,0,0,0,0,13.0,,,0.0,,
2020-05-24,MP,0,0,439,0,13.0,,,0.0,,
2020-05-25,MP,0,0,0,0,13.0,,,0.0,,
2020-05-26,MP,0,0,183,0,13.0,,,0.0,,
2020-05-27,MP,0,0,260,0,13.0,,,0.0,,
2020-05-28,MP,0,0,223,0,13.0,,,0.0,,
2020-05-29,MP,0,0,261,0,13.0,,,0.0,,
2020-05-30,MP,0,0,324,0,15.0,,,2.0,,
2020-05-31,MP,0,0,165,0,15.0,,,0.0,,
2020-06-01,MP,0,0,161,0,16.0,,,1.0,,
2020-06-02,MP,0,1,222,0,16.0,,,0.0,,
2020-06-03,MP,0,0,0,0,16.0,,,0.0,,
2020-06-04,MP,0,3,135,0,16.0,,,0.0,,
2020-06-05,MP,0,0,0,0,16.0,,,0.0,,
2020-06-06,MP,0,0,0,0,16.0,,,0.0,,
2020-06-07,MP,0,1,545,0,19.0,,,3.0,,
2020-06-08,MP,0,1,0,0,19.0,,,0.0,,
2020-06-09,MP,0,2,279,0,19.0,,,0.0,,
2020-06-10,MP,0,0,0,0,19.0,,,0.0,,
2020-06-11,MP,0,0,58,0,19.0,,,0.0,,
2020-06-12,MP,0,0,181,0,19.0,,,0.0,,
2020-06-13,MP,0,0,174,0,19.0,,,0.0,,
2020-06-14,MP,0,0,233,0,19.0,,,0.0,,
2020-06-15,MP,0,0,0,0,19.0,,,0.0,,
2020-06-16,MP,0,0,0,0,19.0,,,0.0,,
2020-06-17,MP,0,0,0,0,19.0,,,0.0,,
2020-06-18,MP,0,0,0,0,19.0,,,0.0,,
2020-06-19,MP,0,0,0,0,19.0,,,0.0,,
2020-06-20,MP,0,0,0,0,19.0,,,0.0,,
2020-06-21,MP,0,0,0,0,19.0,,,0.0,,
2020-06-22,MP,0,0,0,0,19.0,,,0.0,,
2020-06-23,MP,0,0,48,0,19.0,,,0.0,,
2020-06-24,MP,0,0,0,0,19.0,,,0.0,,
2020-06-25,MP,0,0,0,0,19.0,,,0.0,,
2020-06-26,MP,0,0,0,0,19.0,,,0.0,,
2020-06-27,MP,0,0,0,0,19.0,,,0.0,,
2020-06-28,MP,0,0,0,0,19.0,,,0.0,,
2020-06-29,MP,0,0,0,0,19.0,,,0.0,,
2020-06-30,MP,0,0,0,0,19.0,,,0.0,,
2020-07-01,MP,0,0,0,0,19.0,,,0.0,,
2020-07-02,MP,0,0,0,0,19.0,,,0.0,,
2020-07-03,MP,0,1,0,0,19.0,,,0.0,,
2020-07-04,MP,0,0,0,0,19.0,,,0.0,,
2020-07-05,MP,0,0,0,0,19.0,,,0.0,,
2020-07-06,MP,0,0,0,0,19.0,,,0.0,,
2020-07-07,MP,0,0,0,0,19.0,,,0.0,,
2020-07-08,MP,0,0,2547,0,19.0,,,0.0,,
2020-07-09,MP,0,0,0,4,19.0,,,0.0,,
2020-07-10,MP,0,0,0,0,19.0,,,0.0,,
2020-07-11,MP,0,0,0,0,19.0,,,0.0,,
2020-07-12,MP,0,2,0,0,19.0,,,0.0,,
2020-07-13,MP,0,0,0,0,19.0,,,0.0,,
2020-07-14,MP,0,0,-70,0,19.0,,,0.0,,
2020-07-15,MP,0,3,0,0,29.0,,,10.0,,
2020-07-16,MP,0,0,0,0,29.0,,,0.0,,
2020-07-17,MP,0,1,0,0,29.0,,,0.0,,
2020-07-18,MP,0,0,0,0,29.0,,,0.0,,
2020-07-19,MP,0,0,0,0,29.0,,,0.0,,
2020-07-20,MP,0,0,391,0,29.0,,,0.0,,
2020-07-21,MP,0,1,0,0,29.0,,,0.0,,
2020-07-22,MP,0,0,1652,0,29.0,,,0.0,,
2020-07-23,MP,0,0,-1407,0,29.0,,,0.0,,
2020-07-24,MP,0,0,0,0,29.0,,,0.0,,
2020-07-25,MP,0,1,0,0,29.0,,,0.0,,
2020-07-26,MP,0,1,0,0,29.0,,,0.0,,
2020-07-27,MP,0,0,419,0,29.0,,,0.0,,
2020-07-28,MP,0,0,0,0,29.0,,,0.0,,
2020-07-29,MP,0,0,0,0,29.0,,,0.0,,
2020-07-30,MP,0,2,0,0,29.0,,,0.0,,
2020-07-31,MP,0,0,0,0,29.0,,,0.0,,
2020-08-01,MP,0,0,0,0,29.0,,,0.0,,
2020-08-02,MP,0,3,0,0,29.0,,,0.0,,
2020-08-03,MP,0,1,536,0,29.0,,,0.0,,
2020-08-04,MP,0,0,0,0,29.0,,,0.0,,
2020-08-05,MP,0,0,0,0,29.0,,,0.0,,
2020-08-06,MP,0,1,-1,0,29.0,,,0.0,,
2020-08-07,MP,0,0,0,0,29.0,,,0.0,,
2020-08-08,MP,0,1,-1,0,29.0,,,0.0,,
2020-08-09,MP,0,0,0,0,29.0,,,0.0,,
2020-08-10,MP,0,1,-1,0,29.0,,,0.0,,
2020-08-11,MP,0,0,0,0,29.0,,,0.0,,
2020-08-12,MP,0,0,0,0,29.0,,,0.0,,
2020-08-13,MP,0,0,0,0,29.0,,,0.0,,
2020-08-14,MP,0,1,0,0,29.0,,,0.0,,
2020-08-15,MP,0,0,0,0,29.0,,,0.0,,
2020-08-16,MP,0,0,0,0,29.0,,,0.0,,
2020-08-17,MP,0,3,615,0,29.0,,,0.0,,
2020-08-18,MP,0,1,-1,0,29.0,,,0.0,,
2020-08-19,MP,0,0,0,0,29.0,,,0.0,,
2020-08-20,MP,0,0,1,0,29.0,,,0.0,,
2020-08-21,MP,0,0,0,0,29.0,,,0.0,,
2020-08-22,MP,0,0,0,0,29.0,,,0.0,,
2020-08-23,MP,0,0,0,0,29.0,,,0.0,,
2020-08-24,MP,0,0,0,0,29.0,,,0.0,,
2020-08-25,MP,0,0,0,0,29.0,,,0.0,,
2020-08-26,MP,0,0,0,0,29.0,,,0.0,,
2020-08-27,MP,0,0,619,0,29.0,,,0.0,,
2020-08-28,MP,0,0,0,0,29.0,,,0.0,,
2020-08-29,MP,0,2,0,0,29.0,,,0.0,,
2020-08-30,MP,0,0,-2,0,29.0,,,0.0,,
2020-08-31,MP,0,0,0,0,29.0,,,0.0,,
2020-09-01,MP,0,1,0,0,29.0,,,0.0,,
2020-09-02,MP,0,0,0,0,29.0,,,0.0,,
2020-09-03,MP,0,0,0,0,29.0,,,0.0,,
2020-09-04,MP,0,0,0,0,29.0,,,0.0,,
2020-09-05,MP,0,1,0,0,29.0,,,0.0,,
2020-09-06,MP,0,0,0,0,29.0,,,0.0,,
2020-09-07,MP,0,0,0,0,29.0,,,0.0,,
2020-09-08,MP,0,1,0,0,29.0,,,0.0,,
2020-09-09,MP,0,0,0,0,29.0,,,0.0,,
2020-09-10,MP,0,0,832,0,29.0,,,0.0,,
2020-09-11,MP,0,0,0,0,29.0,,,0.0,,
2020-09-12,MP,0,1,0,0,29.0,,,0.0,,
2020-09-13,MP,0,0,0,0,29.0,,,0.0,,
2020-09-14,MP,0,1,0,0,29.0,,,0.0,,
2020-09-15,MP,0,0,0,0,29.0,,,0.0,,
2020-09-16,MP,0,0,0,0,29.0,,,0.0,,
2020-09-17,MP,0,1,0,0,29.0,,,0.0,,
2020-09-18,MP,0,0,0,0,29.0,,,0.0,,
2020-09-19,MP,0,0,0,0,29.0,,,0.0,,
2020-09-20,MP,0,6,0,0,29.0,,,0.0,,
2020-09-21,MP,0,1,0,0,29.0,,,0.0,,
2020-09-22,MP,0,0,0,0,29.0,,,0.0,,
2020-09-23,MP,0,0,460,0,29.0,,,0.0,,
2020-09-24,MP,0,0,0,0,29.0,,,0.0,,
2020-09-25,MP,0,0,0,0,29.0,,,0.0,,
2020-09-26,MP,0,0,0,0,29.0,,,0.0,,
2020-09-27,MP,0,1,0,0,29.0,,,0.0,,
2020-09-28,MP,0,0,0,0,29.0,,,0.0,,
2020-09-29,MP,0,0,0,0,29.0,,,0.0,,
2020-09-30,MP,0,0,336,0,29.0,,,0.0,,
2020-10-01,MP,0,0,0,0,29.0,,,0.0,,
2020-10-02,MP,0,3,0,0,29.0,,,0.0,,
2020-10-03,MP,0,0,0,0,29.0,,,0.0,,
2020-10-04,MP,0,0,0,0,29.0,,,0.0,,
2020-10-05,MP,0,2,9,0,29.0,,,0.0,,
2020-10-06,MP,0,0,0,0,29.0,,,0.0,,
2020-10-07,MP,0,0,0,0,29.0,,,0.0,,
2020-10-08,MP,0,0,0,0,29.0,,,0.0,,
2020-10-09,MP,0,0,0,0,29.0,,,0.0,,
2020-10-10,MP,0,2,0,0,29.0,,,0.0,,
2020-10-11,MP,0,0,0,0,29.0,,,0.0,,
2020-10-12,MP,0,0,0,0,29.0,,,0.0,,
2020-10-13,MP,0,0,0,0,29.0,,,0.0,,
2020-10-14,MP,0,0,335,0,29.0,,,0.0,,
2020-10-15,MP,0,0,0,0,29.0,,,0.0,,
2020-10-16,MP,0,3,0,0,29.0,,,0.0,,
2020-10-17,MP,0,6,0,0,29.0,,,0.0,,
2020-10-18,MP,0,0,0,0,29.0,,,0.0,,
2020-10-19,MP,0,0,0,0,29.0,,,0.0,,
2020-10-20,MP,0,2,267,0,29.0,,,0.0,,
2020-10-21,MP,0,0,0,0,29.0,,,0.0,,
2020-10-22,MP,0,0,0,0,29.0,,,0.0,,
2020-10-23,MP,0,0,0,0,29.0,,,0.0,,
2020-10-24,MP,0,0,0,0,29.0,,,0.0,,
2020-10-25,MP,0,0,0,0,29.0,,,0.0,,
2020-10-26,MP,0,4,0,0,29.0,,,0.0,,
2020-10-27,MP,0,0,270,0,29.0,,,0.0,,
2020-10-28,MP,0,0,0,0,29.0,,,0.0,,
2020-10-29,MP,0,0,0,0,29.0,,,0.0,,
2020-10-30,MP,0,0,0,0,29.0,,,0.0,,
2020-10-31,MP,0,0,0,0,29.0,,,0.0,,
2020-11-01,MP,0,4,0,0,29.0,,,0.0,,
2020-11-02,MP,0,0,0,0,29.0,,,0.0,,
2020-11-03,MP,0,0,0,0,29.0,,,0.0,,
2020-11-04,MP,0,0,0,0,29.0,,,0.0,,
2020-11-05,MP,0,0,0,0,29.0,,,0.0,,
2020-11-06,MP,0,2,0,0,29.0,,,0.0,,
2020-11-07,MP,0,0,0,0,29.0,,,0.0,,
2020-11-08,MP,0,0,0,0,29.0,,,0.0,,
2020-11-09,MP,0,2,0,0,29.0,,,0.0,,
2020-11-10,MP,0,0,474,0,29.0,,,0.0,,
2020-11-11,MP,0,0,0,0,29.0,,,0.0,,
2020-11-12,MP,0,0,0,0,29.0,,,0.0,,
2020-11-13,MP,0,0,0,0,29.0,,,0.0,,
2020-11-14,MP,0,0,0,0,29.0,,,0.0,,
2020-11-15,MP,0,0,0,0,29.0,,,0.0,,
2020-03-07,MS,0,0,0,0,,,,,,
2020-03-08,MS,0,0,0,0,,,,,,
2020-03-09,MS,0,0,0,0,,,,,,
2020-03-10,MS,0,0,0,0,,,,,,
2020-03-11,MS,0,0,20,0,,,,,,
2020-03-12,MS,0,1,21,0,,,,,,
2020-03-13,MS,0,3,0,0,,,,,,
2020-03-14,MS,0,2,43,0,,,,,,
2020-03-15,MS,0,4,0,0,,,,,,
2020-03-16,MS,0,2,193,0,,,,,,
2020-03-17,MS,0,9,91,0,,,,,,
2020-03-18,MS,0,13,111,0,,,,,,
2020-03-19,MS,0,16,73,0,,,,,,
2020-03-20,MS,1,30,143,0,,,,,,
2020-03-21,MS,0,60,0,0,,,,,,
2020-03-22,MS,0,67,419,33,,,,,,
2020-03-23,MS,0,42,29,0,,,,,,
2020-03-24,MS,0,71,409,53,,,,,,
2020-03-25,MS,1,57,14,31,,,,,,
2020-03-26,MS,4,108,725,33,,,,,,
2020-03-27,MS,2,94,269,35,,,,,,
2020-03-28,MS,5,84,0,34,,,,,,
2020-03-29,MS,1,95,0,16,,,,,,
2020-03-30,MS,2,89,429,-40,,,,,,
2020-03-31,MS,4,90,548,16,,,,,,
2020-04-01,MS,2,136,175,121,,,,,,
2020-04-02,MS,4,104,1041,28,,,,,,
2020-04-03,MS,3,181,0,60,,,,,,
2020-04-04,MS,6,97,380,16,,,,,,
2020-04-05,MS,8,183,447,39,,,,,,
2020-04-06,MS,8,100,13052,0,,,,,,
2020-04-07,MS,8,177,0,-98,,,,,,
2020-04-08,MS,8,88,0,33,,,,,,
2020-04-09,MS,9,257,0,31,,,,,,
2020-04-10,MS,6,209,0,41,,,,,,
2020-04-11,MS,11,173,0,46,,,,,,
2020-04-12,MS,3,139,0,20,,,,,,
2020-04-13,MS,2,161,9410,1,,,,,,
2020-04-14,MS,13,145,6749,47,,,,,,
2020-04-15,MS,11,273,0,49,,,,,,
2020-04-16,MS,7,264,0,37,,,,,,
2020-04-17,MS,11,169,0,54,,,,,,
2020-04-18,MS,12,181,0,46,,,,,,
2020-04-19,MS,7,300,0,26,,,,,,
2020-04-20,MS,10,238,12131,11,,,,,,
2020-04-21,MS,14,204,726,39,,,,,,
2020-04-22,MS,10,178,1293,52,,,,,,
2020-04-23,MS,8,259,1295,36,,,,,,
2020-04-24,MS,8,281,0,24,,,,,,
2020-04-25,MS,12,284,3003,26,,,,,,
2020-04-26,MS,6,193,1638,5,,,,,,
2020-04-27,MS,2,183,2491,59,,,,,,
2020-04-28,MS,10,248,702,28,,,,,,
2020-04-29,MS,11,227,1455,38,3413.0,,,,,
2020-04-30,MS,11,246,0,49,3413.0,,,0.0,,
2020-05-01,MS,20,397,4811,51,3413.0,,,0.0,,
2020-05-02,MS,10,229,2698,39,3413.0,,,0.0,,
2020-05-03,MS,12,109,3009,33,3413.0,,,0.0,,
2020-05-04,MS,7,327,1757,18,4421.0,,,1008.0,,
2020-05-05,MS,32,330,301,36,4421.0,,,0.0,,
2020-05-06,MS,32,217,0,40,4421.0,,,0.0,,
2020-05-07,MS,22,262,0,50,4421.0,,,0.0,,
2020-05-08,MS,13,404,0,36,4421.0,,,0.0,,
2020-05-09,MS,12,288,0,34,4421.0,,,0.0,,
2020-05-10,MS,9,123,0,19,4421.0,,,0.0,,
2020-05-11,MS,5,173,14110,15,6268.0,,,1847.0,,
2020-05-12,MS,22,234,1573,36,6268.0,,,0.0,,
2020-05-13,MS,8,182,2174,34,6268.0,,,0.0,,
2020-05-14,MS,15,393,4885,51,6268.0,,,0.0,,
2020-05-15,MS,13,318,1179,45,6268.0,,,0.0,,
2020-05-16,MS,17,322,1331,36,6268.0,,,0.0,,
2020-05-17,MS,11,173,4477,25,6268.0,,,0.0,,
2020-05-18,MS,7,136,2505,32,7681.0,,,1413.0,,
2020-05-19,MS,26,272,1721,35,7681.0,,,0.0,,
2020-05-20,MS,16,263,2657,61,7681.0,,,0.0,,
2020-05-21,MS,10,255,5035,31,7681.0,,,0.0,,
2020-05-22,MS,16,402,11601,34,7681.0,,,0.0,,
2020-05-23,MS,20,381,-4134,30,7681.0,,,0.0,,
2020-05-24,MS,9,247,3435,27,7681.0,,,0.0,,
2020-05-25,MS,10,206,5809,23,9401.0,,,1720.0,,
2020-05-26,MS,17,273,3629,24,9401.0,,,0.0,,
2020-05-27,MS,18,313,0,36,9401.0,,,0.0,,
2020-05-28,MS,23,328,8037,41,9401.0,,,0.0,,
2020-05-29,MS,17,418,9393,61,9401.0,,,0.0,,
2020-05-30,MS,13,439,-815,32,9401.0,,,0.0,,
2020-05-31,MS,11,272,5633,32,9401.0,,,0.0,,
2020-06-01,MS,5,251,4166,24,11203.0,,,1802.0,,
2020-06-02,MS,28,268,2976,0,11203.0,,,0.0,,
2020-06-03,MS,15,302,4947,44,11203.0,,,0.0,,
2020-06-04,MS,12,238,0,0,11203.0,,,0.0,,
2020-06-05,MS,9,199,7929,135,11203.0,,,0.0,,
2020-06-06,MS,0,10,0,0,11203.0,,,0.0,,
2020-06-07,MS,14,501,9625,47,11203.0,,,0.0,,
2020-06-08,MS,20,498,4465,13,13356.0,,,2153.0,,
2020-06-09,MS,0,0,0,0,13356.0,,,0.0,,
2020-06-10,MS,31,715,4958,79,13356.0,,,0.0,,
2020-06-11,MS,0,0,0,0,13356.0,,,0.0,,
2020-06-12,MS,13,608,0,29,13356.0,,,0.0,,
2020-06-13,MS,8,257,-865,1,13356.0,,,0.0,,
2020-06-14,MS,2,168,0,21,13356.0,,,0.0,,
2020-06-15,MS,4,283,16167,15,15323.0,,,1967.0,,
2020-06-16,MS,20,353,9947,48,15323.0,,,0.0,,
2020-06-17,MS,23,489,3097,39,15323.0,,,0.0,,
2020-06-18,MS,0,0,-5674,0,15323.0,,,0.0,,
2020-06-19,MS,0,0,0,0,15323.0,,,0.0,,
2020-06-20,MS,0,0,0,0,15323.0,,,0.0,,
2020-06-21,MS,0,0,0,0,15323.0,,,0.0,,
2020-06-22,MS,40,1646,12888,114,17242.0,,,1919.0,,
2020-06-23,MS,11,611,0,34,17242.0,,,0.0,,
2020-06-24,MS,22,526,7275,31,17242.0,,,0.0,,
2020-06-25,MS,5,1092,3244,52,17242.0,,,0.0,,
2020-06-26,MS,6,550,5347,46,17242.0,,,0.0,,
2020-06-27,MS,13,465,4962,34,17242.0,,,0.0,,
2020-06-28,MS,4,361,2506,24,17242.0,,,0.0,,
2020-06-29,MS,20,675,2659,13,19388.0,,,2146.0,,
2020-06-30,MS,14,680,3344,41,19388.0,,,0.0,,
2020-07-01,MS,9,653,5553,21,19388.0,,,0.0,,
